TITLE	CATEGORY
Same engineer designed switches on 5.95 million recalled GM cars	b
Weather Kills 2000 Americans A Year, Mainly From The Cold	m
UPDATE 5-US June auto sales hit level not seen since July 2006	b
Netflix CEO Slams Web Companies Over Net Neutrality	t
Pfizer walks away from $118 bln AstraZeneca deal	b
Johnson & Johnson Pulls Controversial Device That May Spread Cancer	m
IFR Markets ForexWatch Asia Regional Daily Briefing	b
UPDATE 1-BlackBerry reports loss as smartphone sales keep sliding	b
Google Will Deliver All The Costco Groceries You Want For $5	b
IMF Chief Lagarde Under Investigation In French Fraud Case	b
UPDATE 2-Actor George Clooney slams UK story about his future marriage	e
Coachella Tickets Among the Hottest, Priciest of This Summer's Music Festivals	e
PRECIOUS-Platinum extends gains on South African strikes; gold firm	b
UPDATE 1-Central banks must contain threat from low prices -Noyer	b
UPDATE 1-Potential Sprint/T-Mobile deal may prompt US auction rethink	t
UPDATE 3-Home Depot says May sales 'robust' on post-winter demand	b
UPDATE 1-'Divergent' teen warriors defeat 'Muppets' at box office	e
UPDATE 3-Bayer wins Merck & Co's $14 bln consumer unit auction	b
GLOBAL MARKETS-Crimea fears knock down stocks; gold slips on rate views	b
UPDATE 2-GM ignition-switch recall poses first big test for new CEO	t
Euro seen hamstrung ahead of ECB meeting, Aussie eyes GDP	b
'Moms Night Out' Feels Like a Dated TV Sitcom	e
Lafarge, Holcim agree terms of merger proposal -source	b
Metro-North Bar Cars Make Last Run	b
REUTERS SUMMIT-Nigeria to reweight its inflation next, after GDP shift	b
Seth Rogen Is Surprised More People Don't Hate Him	e
US STOCKS-Wall St rises on Citi earnings, data; eyes on Ukraine	b
The US Government Is Investigating Why Your Netflix Is So Slow	t
GLOBAL MARKETS-Wall Street slips after record high; sterling tumbles	b
UPDATE 1-Texas Medicaid holds off on proposed limits for Gilead hepatitis drug	m
Hilary Duff Promotes New Single 'Chasing The Sun' With Airplane Message  ...	e
White House Science Fair Will Focus On Girls In STEM	t
First Nighter: Daniel Radcliffe Shines in Martin McDonagh's	e
UPDATE 3-HP may cut up to 16000 more jobs as results disappoint	b
UPDATE 1-US passenger jet nearly collided with drone in March -FAA	b
FOREX-Dollar dips, eyes on central banks	b
The service will be done in partnership with Euronet Worldwide Inc.'s subsidiary  ...	b
Amazon Prime Just Got Way Better With A Ton Of Old HBO Shows	e
NATO Missile Defense Is Flight Tested Over Hawaii	b
AT&T Can 'Say Anything': AT&T IP Transition Trials and the Direct TV Merger  ...	t
UPDATE 3-IBM software sales weaker than expected in 2nd quarter	b
The Fault in the Film	e
US STOCKS-Futures slightly higher with indexes at records	b
It's Mariah Carey's Birthday, Celebrate With Her Best Music Video Hair Looks	e
FOREX-Dollar mostly steady before Yellen, up against yen	b
UPDATE 3-GM recalls half million Camaros, safety crisis deepens	t
US STOCKS-S&P 500 turns higher after Fed statement	b
COLUMN-Was Barclays the problem, or was it the business model?: James Saft	b
UPDATE 1-Toll Brothers profit more than doubles on higher home prices	b
Julia Louis-Dreyfus Has Sex With A Clown In Hilarious (Yet Disturbing) GQ Shoot	e
UPDATE 1-Developer China Vanke in talks to attract strategic investors	b
New 'Indiana Jones' Rumor Has Bradley Cooper Possibly Replacing Harrison Ford	e
GLOBAL MARKETS-Asian stocks hit 3-year peak on upbeat US data	b
From Familiar to Foreign: A Gay Christian Goes Back to Church	e
Quick-Thinking Pilot Aborts Landing, Jukes Out Of Close Encounter On Spanish  ...	b
The Supreme Court Is About To Decide The Future Of Television	e
Son of Nancy Writebol Prays For His Ebola-Stricken Medical Missionary Mom	m
UPDATE 1-Mitsubishi recalls Lancer sedans with Takata air bags	t
FOREX-Dollar unsettled by dovish Yellen, yen stays on defensive	b
UPDATE 2-Endocyte shares soar after cancer drug gets EU backing	m
Here's Why An Octopus Doesn't Get All Tangled Up (VIDEO)	t
Swiss regulator says Credit Suisse management didn't know of misconduct	b
Alstom should be a good investment for France, says CEO Kron	b
'Reading Rainbow' Is Making A Comeback, Thanks To Kickstarter	e
US STOCKS-Wall St to open flat after jobless claims; housing data due	b
Europe Factors to Watch-Shares set to rise, all eyes on ECB	b
GLOBAL MARKETS-World equities fall on valuation fears, bonds steady	b
Responding to Ann Hornaday and the Trappings of Misguided Feminism	e
RPT-Fitch Affirms Danske Bank Category C Covered Bonds at 'AAA', Outlook  ...	b
UPDATE 2-'Candy Crush' maker King scores $7.1 bln valuation in IPO	b
Hungary's banks say new law on loans hurts legal safety	b
Soon Amazon Could Use 3D Phone To Get You To Buy Stuff: Report	t
US STOCKS-Wall St edges lower, on track for weekly loss	b
Kim Kardashian Wears A Leather Dress While Sightseeing In Paris	e
Stunning Photos Of Christians Observing Holy Week Around The World	e
UPDATE 1-Valeant raises bid for Allergan, values Botox-maker at $49.44 bln	b
NHTSA chief: GM did not share critical information with US agency	t
UPDATE 4-Argentina deposits debt payment, but US court blocks payout	b
FOREX-Euro off highs ahead of ECB; Aussie buoyed by upbeat data	b
UPDATE 2-US sues T-Mobile USA, alleges bogus charges on phone bills	t
UPDATE 1-Samsung may unveil 'watch-phone' as early as June -WSJ	t
UPDATE 4-JPMorgan's Dimon has throat cancer, to begin treatment shortly	b
UPDATE 4-US lawmakers want Gilead to explain Sovaldi's hefty price	b
FOREX-Dollar edges up on yen after Bank of Japan trims GDP forecast	b
R2-D2 Confirmed For 'Star Wars: Episode VII'	e
UPDATE 1-France's Godard at 83 screens a 3D 'Adieu' at Cannes	e
Chris Messina Plays A Cheat & Dianna Agron Cries In Sam Smith's 'I'm Not The  ...	e
UPDATE 7-Pfizer chases AstraZeneca for potential $100 bln deal	b
Rooftop Installer SolarCity To Buy Panel-Maker Silevo	b
Bank of America, ex-CEO Lewis settle NY lawsuit over Merrill	b
Decades-Old Forgotten Vials Of Smallpox Found In Storage Room	m
White House Unveils Climate Data Website To 'Empower America's  ...	t
Who's afraid of Janet Yellen?	b
Euro zone yields fall to new lows on ECB's clearest signal yet	b
UPDATE 1-Target 'respectfully' asks customers to keep their guns out of stores	b
UPDATE 4-France's Hollande wants to change EU focus after far-right win	b
PRECIOUS-Gold falls for 2nd session, US growth optimism weighs	b
Owen and Emmett Ezell, Once-Conjoined Twins, Set To Leave Texas Hospital	m
Kanye West Proves He's Like Every Other Dad In Sweet Photo With North West	e
UPDATE 1-LSE set to buy US firm Frank Russell, plans rights issue	b
Nikkei falls as BOJ awaited; construction equipment makers hit by Caterpillar	b
Movie Review: Earth to Echo ...Techno ET	e
UPDATE 3-AT&T ups revenue growth forecast on new pricing model	b
Topless Woman Goes On Rampage In Florida McDonald's	m
US government says 2015 Medicare payments to insurers to rise	b
NY Attorney General Issues Subpoenas To High-Speed Trading Firms	b
'Game Of Thrones' Author George R.R. Martin Regrets The Controversial Rape  ...	e
US/Bund yield gap widest since 1999 as economies, c.banks diverge	b
UPDATE 2-Kerry presses India on global trade deal as deadline looms	b
CORRECTED-Retailer Michaels Stores confirms payment card data breach	b
Fed, with bond taper on autopilot, free to tackle big questions	b
Ebola Outbreak Prompts Drastic Measures In Liberia	m
George RR Martin Considering 'Game Of Thrones' Movies	e
RLPC-AbbVie's Shire merger backed with 13.5 bln stg bridge loan	b
UPDATE 4-GM safety crisis grows with recall of 3 mln more cars for ignition issues	b
Scientists Clone Stem Cells From Two Adult Men In Major Breakthrough	m
US STOCKS SNAPSHOT-Factory data lifts S&P 500 to record close	b
CANADA STOCKS-TSX opens higher after Fed's supportive comments	b
Valeant may take offer directly to Allergan investors - CEO	b
EPA Moves To Block Pebble Mine Construction In Alaska And Protect Salmon	b
Robert Downey Jr. Tweets 'Avengers: Age Of Ultron' Set Photo	e
UPDATE 4-Medtronic nears $45 billion-plus deal for Covidien -sources	b
Swiss stocks - Factors to watch on July 14	b
Wedding day in Florence for Kim Kardashian, Kanye West	e
UPDATE 1-Scores arrested in global sweep over 'BlackShades' malicious software	t
White House's New Methane Plan Targets Greenhouse Gas	b
Toyota Motor aims to double sales in China to 2 mln vehicles in future	b
UPDATE 1-WHO says West African Ebola outbreak to last 2-4 months	m
The Lowdown On Chikungunya, The Mosquito-Transmitted Virus You Should  ...	m
UPDATE 1-US to require new cars to have rearview cameras by 2018	t
#CancelColbert? Beyond Dichotomies	e
Seafood Fraud Under Fire As Lawmakers Look To Combat Mislabeling Scourge	b
UPDATE 1-Nowotny says would prefer 'package' of ECB measures	b
North Korea Regime Already Criticizing 'The Interview'	e
GRAINS-Corn near 4-month low as US crop rating best in 20 years	b
MARKET EYE-USD/INR opens weaker after Fed comments	b
Brent hovers near $107.50 ahead of US data	b
BP second-quarter profit rises 34 pct	b
GLOBAL MARKETS-Stocks resume downward trend; US bonds rally	b
Shire to set out AstraZeneca-style defence against AbbVie	b
Too Big to Jail Decisions Hide Behind Closed Doors	b
GLOBAL ECONOMY-Manufacturing expands in US, Asia; euro zone still lags	b
Nikkei scales six-month high on weaker yen, robust earnings	b
The National Climate Assessment: No Time to Waste	t
Matt Lauer Extends Contract, Will Stay At 'Today' For Years To Come	e
UPDATE 1-Holdout bondholders say Argentina not at negotiating table	b
FOREX-Dollar at 2-month highs as sterling turns tail, euro sinks	b
The Week That Workers Won (At Least a Little)	b
CORRECTED-UPDATE 1-Court orders Russia to pay over $50 bln in damages  ...	b
UPDATE 3-Libyan navy attacks ship carrying oil from rebel port; PM sacked	b
UPDATE 1-'Transformers' crushes 'Tammy', 'Evil' to lead weekend box office	e
GRAINS-Soybeans near 2-week low, wheat rises for 3rd day	b
Time Inc. Spinoff Will Be Complete In June	b
UPDATE 2-Tepid April economic growth could extend Bank of Canada caution	b
Chris Brown's Misdemeanor Assault Trial Delayed	e
Some things to know about the latest research on colon cancer screening.	m
UPDATE 2-BlackBerry aims to reverse emerging market slump with budget  ...	t
BOJ says recovery, inflation on track despite tax hike	b
UPDATE 3-Oracle looks to boost growth with biggest deal in 5 years	t
Piers Morgan Delivers One Final Blow To Gun Violence In Last Show	e
NEW YORK (AP) — Malcolm Young of AC/DC is taking a break from the band to  ...	e
Teva files petition with US FDA against MS drug competitors	m
Conscious Uncoupling: What It Means	e
Apple Should Have Read The Lyrics Before Putting This Song In An Ad	t
UPDATE 2-Fifty new Ebola cases and 25 deaths in West Africa - WHO	m
20 Full Moon Artworks To Welcome Tonight's Spooky Honey Moon	t
GRAINS-US soy leads corn lower as supply concerns ease; wheat firms	b
UPDATE 1-Illinois MERS patient 'not infectious'; Florida patient released	m
Fed's Dudley signals support for reverse repo tool	b
UPDATE 2-Gazprom CEO says China gas deal will affect European market	b
Fitch Affirms Comcast's IDR at 'A-' Following Asset Divestiture	t
Binoche at Cannes confronts questions of the ageing actress	e
Malaysia Investigates Chaotic Initial Response To Missing Jet	b
McDonald's Profit Slides As Taco Bell Launches Breakfast Taco	b
UPDATE 2-Yellen strongly defends easy Fed policies, cites US labor slack	b
I Watched Duke Porn Star Belle Knox Strip At A Gentlemen's Club	e
Everything You Need To Know About 'The Other Woman'	e
RPT-TABLE-Konami -2013/14 group results (SEC)	b
See Angelina Jolie's Daughter, Vivienne Jolie-Pitt, With Her Mom In 'Maleficent'	e
US STOCKS SNAPSHOT-Wall St ends higher after Yellen's comments	b
Euro zone bond yields fall as US manufacturing weakening	b
UPDATE 1-BOJ's Iwata signals chance of tapering if economy overheats	b
With AIDS Vaccines, It's Not 'If' But 'How'	m
Fed torn between falling jobless, rising inflation	b
US STOCKS-Wall St flat at record levels, valuations seen as reasonable	b
Dollar awaits Yellen's testimony, Draghi may check euro's gains	b
Ebola Kills Dozens In Guinea, May Have Spread To Sierra Leone	m
GLOBAL MARKETS-Gloomy French data hits European stocks, Iraq keeps oil high	b
AT&T looks to expand high-speed fiber network to 21 US cities	t
Paul Walker Tribute Video Presented At MTV Movie Awards	e
Things You Need to Thank Your Mother For	e
'Game Of Thrones' Season 4 Episode 5 Recap: 'First Of His Name'	e
WRAPUP 2-Malaysian airliner downed in Ukraine war zone, 295 dead	b
UPDATE 2-Elaine Stritch, salty star of Broadway, dies at 89	e
Day Admission To Disneyland Now $96	e
REFILE--Microsoft's Xbox One sales cross 5 million	t
European shares steady in early trade; eyes on payrolls, ECB	b
Why Is Good Friday Called Good Friday?	e
CORRECTED-UPDATE 1-UBS says books 254 mln Sfr against Q2 to settle one  ...	b
Deutsche Bank appoints syndicate for rights issue - sources	b
WRAPUP 2-New home sales fall, but US economy stays on solid ground	b
Dean McDermott Admits To Cheating On Tori Spelling On 'True Tori'	e
Europe reaches crunch point on banking union	b
UPDATE 1-Emirates' 2013 profit soars on higher sales, cheaper fuel	b
Your Bed Is Aging You, Study Finds	m
UPDATE 3-Twitter disappoints again on user growth and views; shares drop	b
Maureen Dowd Tries Edible Marijuana And Has A Really, Really Bad Trip	e
Macaulay Culkin's The Pizza Underground Booed Off Stage In Nottingham	e
'Mad Men' Finale Review: Dance Fever, Burgers And Space Travel	e
Nasdaq Closes Below 4000 As Tech Stocks Drop Again	b
UPDATE 4-Deutsche Bank enlists Qatar in $11 bln capital hike	b
Stage Door:	e
There Will Soon Be Ray-Ban And Oakley Versions Of Google Glass	t
GLOBAL MARKETS-Valuation fears drag down world equities, Wall St; bonds gain	b
FOREX-Dollar steadies before Yellen and ADP data, sterling shines	b
Thailand auto sales seen falling 31 percent this year - Toyota	b
Beyonce, Jay Z Unveil Wedding Video During On The Run Tour	e
UPDATE 1-California DMV probing possible breach of credit card system	b
12 Months Since Rana Plaza: Why Business Needs a Plan B	b
UPDATE 4-France tells GE and Siemens: Alstom proposals still not good enough	b
India Morning Call-Global Markets	b
Conchita Wurst's Eurovision Victory Sparks Anger In Russia	e
The New Dietary Fat Study: What You Will Hear and What It Really Means	m
Rose Byrne In 'Neighbors' Is Your SXSW Breakout	e
Pfizer drug doubles time to breast cancer tumor growth in trial	m
NEW YORK (AP) — Hugh Jackman has had another cancerous growth removed.	e
WRAPUP 3-US retail sales miss expectations, jobless claims rise	b
Jenny McCarthy Claims She Is 'Pro-Vaccine' In Sun-Times Op-Ed	m
UPDATE 1-FDA approves Anacor Pharma's drug for nail infection	m
UPDATE 4-GE industrial profit boost underscores strategy, shares up	b
Bulgaria's Corpbank sees dollar bond plunge after run on bank	b
US STOCKS SNAPSHOT-Wall St ends down as investors book profits	b
First Photos Of Amazon's Alleged 3-D Phone Leaked	t
The Perfect and the Good on Network Neutrality	t
Google Q1 Internet revenue grows 19 percent	b
Geithner Suggested Hillary Clinton As Possible Successor	b
UPDATE 4-Brent oil hits fresh 1-month low under $110 in 7-day slide	b
Fewer new generic drugs dent Walgreen profit	b
Candy Crush maker King Digital prices IPO at $22.50 per share - WSJ	b
Apple May Give You A New iPhone Battery For Free	t
US STOCKS SNAPSHOT-S&P 500 ends above 2000 for first time	b
Pandora One Will Cost $4.99 A Month	b
Things Get Super-Awkward When CNBC Discusses Whether Tim Cook Is Gay	t
US STOCKS-Wall St yawns as deal news offsets data; Herbalife sinks	b
